fn,words,first500
Indobit-A-NYT2016_1001-1855-356.txt,"[""entertainer"", ""film actor"", ""performer"", ""television actor"", ""artist"", ""stage actor"", ""model"", ""actor""]","Ms. Gabor put a luster on American celebrity with her self-parodying
 glamour and revolving-door millionaire marriages. She was 99.
 Zsa Zsa Gabor, the Hungarian actress whose self-parodying glamour and
 revolving-door marriages to millionaires put a luster of American celebrity on a
 long but only modestly successful career in movies and television, died on
 Sunday in Los Angeles. She was 99.
 The cause was heart failure, her longtime publicist Edward Lozzi said.
 Married at least eight times, "
Indobit-A-NYT1987 - Jan 1 - March 31-26.txt,"[""businessperson"", ""entrepreneur"", ""media proprietor""]"," DETROIT, Jan. 5
 Warren Scripps Booth, former president, publisher and chairman of The Detroit
 News, died Sunday after a brief illness. He was 92 years old.
 Mr. Booth, who died at his daughter's home in Miami, rose to lead the newspaper
 that his grandfather, James E. Scripps, founded in 1873.
 Mr. Booth was president of The News from 1952 to 1963. He also served as
 president of Booth Newspapers Inc., a group of eight newspapers in Michigan
 founded by his father, George G. Booth, and now ow"
Indobit-A-NYT2006_501-1000-384.txt,"[""oceanographer"", ""astronomer"", ""researcher"", ""cartographer"", ""earth scientist"", ""planetary scientist"", ""geographer"", ""scientist""]","
 Marie Tharp, an oceanographic cartographer whose work in the 1950's, 60's and
 70's helped throw into relief -- literally -- the largely uncharted landscape of
 the world's ocean floor, died on Wednesday in Nyack, N.Y. She was 86 and a
 resident of South Nyack.
 The cause was cancer, according to the Lamont-Doherty Earth Observatory of
 Columbia University, which announced the death. Ms. Tharp was a researcher at
 the observatory from 1948 until her retirement in 1982.
 With her colleague Bruc"
Indobit-A-NYT1996_1501-1947-351.txt,"[""composer"", ""vocal composer"", ""artist"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 Irving Caesar, the Tin Pan Alley lyricist who put "
Indobit-A-NYT2006_501-1000-453.txt,"[""journalist"", ""humanities scholar"", ""historian of the modern age"", ""screenwriter"", ""researcher"", ""historian"", ""writer"", ""non-fiction writer"", ""scientist""]","
 Joachim Fest, a German journalist and author known internationally for his
 biographies and interpretations of Hitler, Albert Speer and the regime they
 embodied, died Monday in Kronberg-im-Taunus, his hometown, near
 Frankfurt-am-Main. He was 79.
 His death was announced by the Frankfurter Allgemeine Zeitung, the conservative
 national daily newspaper, from which he retired in 1993 as co-publisher and
 director of its culture pages. The paper did not give a cause of death.
 Regarded as politi"
Indobit-A-NYT2000_501-1000-4.txt,"[""composer"", ""vocal composer"", ""artist"", ""musician"", ""writer"", ""poet"", ""songwriter"", ""lyricist""]","
 John J. Barry, a veteran trial and appellate lawyer, died on April 9 at his home
 in Manhattan. He was 60 and also lived in Sparta, N.J.
 His friend Alan C. Marcus said Mr. Barry had cancer.
 He was a partner in the law firm of Tompkins, McGuire, Wachenfeld & Barry, based
 in Newark. His practice areas included commercial litigation and white-collar
 criminal defense. Among his clients were Donald J. Trump, who was one of his
 brothers-in-law, and Eddie Antar, the electronics retail chain exec"
Indobit-A-NYT2009 - April 1 - June 30-135.txt,"[""biathlete"", ""cross-country skier"", ""explorer"", ""researcher"", ""skier"", ""sport shooter""]"," ROME
 Achille Compagnoni, one of the first two men to reach the summit of K2, the
 world's second highest peak and among the most dangerous, died Wednesday in
 Aosta, in northeastern Italy. He was 94.
 His wife, Elda Compagnoni Mossini, confirmed his death.
 Mr. Compagnoni and his fellow climber Lino Lacedelli were part of an Italian
 team that conquered the mountain on July 31, 1954. K2 is in the border region of
 northern Pakistan and China. The expedition, of more than a dozen members, had
 "
Indobit-A-NYT2003 - July 1 - Sep 30-70.txt,"[""journalist"", ""non-fiction writer"", ""writer""]","
 Elliot Norton, a theater critic in Boston for nearly 50 years whose reviews of
 Broadway-bound shows on tryout runs were carefully read by New York producers,
 died on Sunday in Fort Lauderdale, Fla., where he had lived since November. He
 was 100 and had been a longtime resident of Watertown, Mass.
 In a career that stretched from 1934 to 1982 -- from ""Porgy and Bess"" to
 ""Dreamgirls"" -- Mr. Norton was the leading critic in Boston, where New York
 producers sent unpolished shows before openin"
Indobit-A-NYT1988_1-500-320.txt,"[""clergyman"", ""presbyter"", ""priest"", ""cleric"", ""religious servant"", ""Catholic priest"", ""minister"", ""religious""]"," ALBUQUERQUE, N.M., March 7
 James Peter Davis, Archbishop of Santa Fe from 1964 to 1974, died Friday. He was
 83 years old.
 Archbishop Davis headed the Roman Catholic archdiocese after serving in Puerto
 Rico, where in 1960 he was ordained the first Archbishop of San Juan in 1960. He
 retired in 1974.
 "
Indobit-A-NYT2009 - Jan 1 - March 31-47.txt,"[""journalist"", ""opinion journalist"", ""chronicler"", ""columnist"", ""non-fiction writer"", ""writer""]","
 Joe Hirsch, who wrote about horse racing for The Daily Racing Form for 55 years
 and whose ubiquitous coverage and personal access to the leaders of the sport
 made him unusually influential, died Friday in Manhattan. He was 80.
 The cause was complications of Parkinson's disease, which he had for more than
 20 years, said Pete Krulewitch, a second cousin. A graduate of New York
 University, Hirsch went to work for the sister publication of The Daily Racing
 Form, The Morning Telegraph, now de"
Indobit-A-NYT2016_1-500-364.txt,"[""performer"", ""television actor"", ""artist"", ""stage actor"", ""voice actor"", ""actor""]","
 Arthur Anderson, who performed on radio as a teenager with Orson Welles's
 Mercury Theater and appeared on Broadway, in films and on television, but whose
 most enduring role was as the voice of Lucky Charms cereal's leprechaun, died on
 Saturday in Manhattan. He was 93.
 A friend, Craig Wichman, confirmed the death.
 Mr. Anderson was the voice of Lucky the Leprechaun, a mischievous cartoon
 redhead in a green coat, from 1963 to 1992. ''Frosted Lucky Charms,'' he'd sing,
 ''they're magically d"
Indobit-A-NYT1996_1001-1500-451.txt,"[""official"", ""bureaucrat"", ""civil servant"", ""magistrate"", ""politician""]","
 Haydn Proctor, a longtime New Jersey official who operated at the highest levels
 of all three branches of state government, died on Wednesday at a hospital near
 his home in Lakewood, N.J. He was 93, and before capping his public career with
 16 years on the State Supreme Court had been president of the State Senate and
 Acting Governor.
 Mr. Proctor was born in Ocean Grove; he graduated from Lafayette College and
 received his law degree from Yale University. A lifelong Republican, he
 pract"
Indobit-A-NYT2012_1001-1233-39.txt,"[""writer"", ""orator"", ""motivational speaker""]","
 If you aim at nothing, you will hit it every time. Attitude, not aptitude,
 determines altitude. Among the things you can give and still keep are your word,
 a smile and a grateful heart. There are no traffic jams on the extra mile.
 Be grateful. Believe. Try.
 Zig Ziglar said so, over and over and over, and he made a fine living doing it.
 For more than 40 years he traveled the nation and the world as a motivational
 speaker, stirring corporate groups with his distinctive blend of sound-bite
"
Indobit-A-NYT1989 - July 1 - Aug 31-251.txt,"[""motorsports competitor"", ""racing driver""]"," MIAMI, Aug. 15
 Tim Richmond, a former Indianapolis 500 rookie-of-the-year driver whose
 subsequent stock-car racing career was cut short by controversy and illness,
 died Sunday. He was 34 years old.
 Dr. David Dodson, Mr. Richmond's physician, said today that Mr. Richmond died at
 Good Samaritan Hospital in West Palm Beach, Fla. Citing the wishes of the
 family, Dr. Dodson declined to give the cause of death.
 Mr. Richmond led the Nascar Winston Cup circuit with seven victories in 1986. A
 ye"
Indobit-A-NYT2006_1-500-402.txt,"[""warrior"", ""bureaucrat"", ""military personnel"", ""official"", ""civil servant"", ""military officer""]"," WASHINGTON, April 20
 Scott Crossfield, a legendary test pilot of the post-World War II era who was
 the first person to fly twice the speed of sound, was killed Wednesday morning
 when his plane crashed in northern Georgia. He was 84.
 Mr. Crossfield, who lived in Herndon, Va., just outside Washington, was on a
 flight from Prattville, Ala., to Manassas, Va., when his single-engine craft
 when down, the Civil Air Patrol said Thursday. There were thunderstorms in the
 region at the time. Mr. Cr"
Indobit-A-NYT2016_1001-1855-261.txt,"[""warrior"", ""soldier"", ""politician"", ""military personnel""]","Mr. Castro brought the Cold War to the Western Hemisphere, bedeviled
 11 American presidents and briefly pushed the world to the brink of nuclear war.
 Fidel Castro, the fiery apostle of revolution who brought the Cold War to the
 Western Hemisphere in 1959 and then defied the United States for nearly half a
 century as Cuba's maximum leader, bedeviling 11 American presidents and briefly
 pushing the world to the brink of nuclear war, died on Friday. He was 90.
 Cuban state television announced "
Indobit-A-NYT2001 - April 1 - June 30-306.txt,"[""performer"", ""keyboardist"", ""instrumentalist"", ""artist"", ""musician"", ""writer"", ""poet""]","
 Yaltah Menuhin, a pianist and the younger sister of the violinist Yehudi
 Menuhin, died on Saturday, The Times of London reported. The Times did not
 report where she died.
 She was 79.
 Ms. Menuhin, the youngest of the three Menuhin siblings, who all became
 prominent musicians, was born in San Francisco in October 1921. She grew up
 traveling the world with her family as Yehudi Menuhin, who was five and a half
 years her senior, established his early career.
 But like her older sister, Hephz"
Indobit-A-NYT1999 - April 1 - June 30-67.txt,"[""film actor"", ""manager"", ""performer"", ""theatre director"", ""singer-songwriter"", ""director"", ""composer"", ""vocalist"", ""singer"", ""artist"", ""stage actor"", ""vocal composer"", ""musician"", ""writer"", ""actor"", ""poet"", ""songwriter"", ""lyricist""]"," STUART, Fla., April 15
 Anthony Newley, the British entertainer known for co-writing the score for the
 stage hit ""Stop the World -- I Want To Get Off"" and for his role in the 1967
 film version of the children's classic ""Doctor Doolittle,"" died Wednesday at his
 home in Jensen Beach, Fla. He was 67.
 Mr. Newley, an actor, playwright, author, composer, lyricist and singer, died
 after a long bout with cancer, his former wife Dareth Newley Dunn said.
 He was told in 1985 that he had renal cell c"
Indobit-A-NYT1995 - Jan 1 - Feb 28-260.txt,"[""performer"", ""percussionist"", ""jazz musician"", ""instrumentalist"", ""artist"", ""musician"", ""drummer""]","
 Art Taylor, a leading jazz drummer and bandleader who taught or inspired many
 young musicians, died yesterday at Beth Israel Hospital in Manhattan. He was 65.
 Mr. Taylor was a marvel on the bandstand. He swung like a strong breeze and
 tried to make every performance conversational, pushing and prodding soloists
 into exchanges, elevating jazz into a fully improvisational art. He was a
 complete drummer: his brush work was extraordinary in its quiet drive, and he
 was a master of changing dy"
